Site,BulkBGroup,BMEAN,BSD,BN,RhizoBGroup,RMEAN,RSD,RN
517,Z19SB,743.3333333,34.4431899,3,Z19SCR,857.3333333,86.7544427,3
518,Z19SB,743.3333333,34.4431899,3,Z19SCUR,806,55.197826,6
519,Z19SB,743.3333333,34.4431899,3,Z19SWR,677.5,104.8918491,6
520,Z20CKB,597,191.1962343,4,Z20OFR,89,21.9393102,4
521,Z20CKB,597,191.1962343,4,Z20MR,634.25,47.8008019,4
522,Z21PB,307.2,36.7042232,5,Z21PR,288.2,61.6376508,5
523,Z21NPB,271.6,48.8446517,5,Z21NPR,244.4,74.9386416,5
524,Z21NB,362.2,150.0789792,5,Z21NR,385.25,55.9367202,4
525,Z21CKB,389.4,68.6753231,5,Z21CKR,246.8,35.6468792,5
526,Z22S15B,469.5,85.5599205,2,Z22S15R,361.5,88.3883476,2
527,Z22S14B,382.5,37.4766594,2,Z22S14R,536.5,122.3294731,2
528,Z22S13B,414,70.7106781,2,Z22S13R,424,115.9655121,2
529,Z22S12B,364.5,137.8858223,2,Z22S12R,312.5,20.5060967,2
530,Z22S11B,296.5,2.1213203,2,Z22S11R,314.5,7.7781746,2
531,Z22S10B,513,83.4386002,2,Z22S10R,508,7.0710678,2
532,Z22S9B,375,11.3137085,2,Z22S9R,388,14.1421356,2
533,Z22S8B,402,113.137085,2,Z22S8R,288.5,75.6604256,2
534,Z22S7B,355.5,54.4472222,2,Z22S7R,398,46.6690476,2
535,Z22S6B,331,12.7279221,2,Z22S6R,439,97.5807358,2
536,Z22S5B,339,77.7817459,2,Z22S5R,429,84.8528137,2
537,Z22S4B,467.5,3.5355339,2,Z22S4R,591,1.4142136,2
538,Z22S3B,323,25.4558441,2,Z22S3R,451,128.6934342,2
539,Z22S2B,497,80.6101731,2,Z22S2R,372.5,67.1751442,2
540,Z22S1B,490,42.4264069,2,Z22S1R,348,65.0538239,2
541,Z24L2B,317,13,3,Z24L2R,393.5,4.9497475,2
542,Z24L3B,307.5,7.7781746,2,Z24L3R,315.5,6.363961,2
543,Z24L4B,351.3333333,79.952069,3,Z24L4R,389.6666667,73.9076,3
544,Z24L5B,417.6666667,63.5400136,3,Z24L5R,385.6666667,19.857828,3
545,Z24L6B,489,25.4558441,2,Z24L6R,320.5,17.6776695,2
546,Z26MSB,674.6666667,124.4518649,6,Z26MSR,643.2,28.6740301,5
547,Z26MHSB,774.5,202.4648118,8,Z26HSR,811.6666667,260.0528792,9
548,Z27LLB,377.3333333,22.0075745,3,Z27LLR,376,20.1692836,6
549,Z27GLB,390,68.4616681,3,Z27GLR,456.8333333,52.3007329,6
550,Z27HAB,373,36.6696968,4,Z27HAR,408.1666667,71.5106053,6
551,Z27PFLB,400.75,17.23127,4,Z27PFR,427.3333333,21.0396451,6
552,Z32FQSCK,482.6666667,73.0775843,3,Z32FQ1CSR,276.6666667,32.3470761,3
553,Z32FQSCK,482.6666667,73.0775843,3,Z32FQ2ASR,325,68.2861626,3
554,Z32FQSCK,482.6666667,73.0775843,3,Z32FQCASR,316,14.9331845,3
555,Z32FQSCK,482.6666667,73.0775843,3,Z32FQMHSR,296,43.3128157,3
556,Z33MPB,323.8333333,30.655614,6,Z33MPR,310.25,16.780445,4
557,Z33NTB,305.2857143,22.7501962,7,Z33NTR,297.3333333,47.5114021,3
558,Z33TTB,304.6666667,31.0719595,6,Z33RTR,300.5,5.8022984,4
